ಪಿನ್,1276,ಹಿನ್,29,0.95556
ಪಿನ್ನೆಲೆ,6,ಹಿನ್ನೆಲೆ,10172,-0.99882
ಪೂಣ್ಕೆ,21,ಹೂಣ್ಕೆ,3,0.75
ಪೂಣಿಕೆ,4,ಹೂಣಿಕೆ,9,-0.38462
ಪಸರಿಸು,24,ಹಸರಿಸು,5,0.65517
ಪಂಡ,66,ಹಂಡ,9,0.76
ಪೊಲ,9,ಹೊಲ,1934,-0.99074
ಪಣ,1605,ಹಣ,144306,-0.978
ಪೊರಡು,5,ಹೊರಡು,112,-0.91453
ಪೊರಮಡು,3,ಹೊರಮಡು,3,0.0
ಪೊರಂಡು,6,ಹೊರಂಡು,4,0.2
ಪೊರವಂಡು,4,ಹೊರವಂಡು,4,0.0
ಪೊರವಡು,3,ಹೊರವಡು,3,0.0
ಪೂಡು,8,ಹೂಡು,176,-0.91304
ಪೊತ್ತಗೆ,4,ಹೊತ್ತಗೆ,111,-0.93043
ಪೊತ್ತಿಗೆ,5,ಹೊತ್ತಿಗೆ,8485,-0.99882
ಪೊಲಸು,4,ಹೊಲಸು,754,-0.98945
ಪಡೆಯುವುದು,4282,ಹಡೆಯುವುದು,1,0.99953
ಪಡೆಯುವ,34361,ಹಡೆಯುವ,9,0.99948
ಪಿಮ್ಮೆಟ್ಟು,3,ಹಿಮ್ಮೆಟ್ಟು,76,-0.92405
ಪಗಾರ,172,ಹಗಾರ,1,0.98844
ಪರಿಹಾರ,63771,ಹರಿಹಾರ,15,0.99953
ಪುಡಿ,8229,ಹುಡಿ,1205,0.74454
ಪಿಂಡಿ,64,ಹಿಂಡಿ,1207,-0.89929
ಪಂದಿ,16,ಹಂದಿ,2181,-0.98543
ಪಂಗಡ,1869,ಹಂಗಡ,1,0.99893
ಪಾಪೆ,58,ಹಾಪೆ,5,0.84127
ಪೋಲ್ವೆ,4,ಹೋಲ್ವೆ,4,0.0
ಪಿಟ್ಟು,10,ಹಿಟ್ಟು,2118,-0.9906
ಪೇರು,247,ಹೇರು,97,0.43605
ಪೇರಿಸು,13,ಹೇರಿಸು,3,0.625
ಪುಗ್ಗು,6,ಹುಗ್ಗು,4,0.2
ಪೊಂಗು,16,ಹೊಂಗು,21,-0.13514
ಪರಿಪಾಠ,946,ಹರಿಪಾಠ,5,0.98948
ಪದಿರು,10,ಹದಿರು,44,-0.62963
ಪಳಗಿಸು,23,ಹಳಗಿಸು,2,0.84
ಪತ್ತುಗೆ,154,ಹತ್ತುಗೆ,14,0.83333
ಪೆಟ್ಟಿಗೆ,1235,ಹೆಟ್ಟಿಗೆ,8,0.98713
ಪಾಡು,1092,ಹಾಡು,12272,-0.83658
ಪಾಡಿಲ್ಲದ,4,ಹಾಡಿಲ್ಲದ,2,0.33333
ಪಿಂಗು,10,ಹಿಂಗು,105,-0.82609
ಪೊಳೆ,8,ಹೊಳೆ,2768,-0.99424
ಪಾರೆ,39,ಹಾರೆ,151,-0.58947
ಪಸೆ,200,ಹಸೆ,134,0.1976
ಪಾಸು,644,ಹಾಸು,611,0.02629
ಪಾಸುಗೆ,3,ಹಾಸುಗೆ,28,-0.80645
ಪಾಸಿಗೆ,13,ಹಾಸಿಗೆ,3052,-0.99152
ಪಾಸಿಕೆ,3,ಹಾಸಿಕೆ,4,-0.14286
ಪಕ್ಕೆ,50,ಹಕ್ಕೆ,25,0.33333
ಪಾತಿ,139,ಹಾತಿ,14,0.81699
ಪುಲಿ,135,ಹುಲಿ,6730,-0.96067
ಪುಲ್ಲೆ,6,ಹುಲ್ಲೆ,55,-0.80328
ಪತಿ,18102,ಹತಿ,6,0.99934
ಪೂಜೆ,31375,ಹೂಜೆ,12,0.99924
ಪಾದ,6435,ಹಾದ,8,0.99752
ಪುಗಿಲು,14,ಹುಗಿಲು,8,0.27273
ಪಂಕ,15,ಹಂಕ,3,0.66667
ಪಾದಿ,9,ಹಾದಿ,6899,-0.99739
ಪುಂಜ,69,ಹುಂಜ,101,-0.18824
ಪಚ್ಚು,18,ಹಚ್ಚು,298,-0.88608
ಪಚ್ಚಿಸು,3,ಹಚ್ಚಿಸು,11,-0.57143
ಪಿಂಜರಿ,6,ಹಿಂಜರಿ,90,-0.875
ಪಟ,433,ಹಟ,934,-0.3665
ಪವನ,673,ಹವನ,1019,-0.20449
ಪಿಂಬಗಲು,4,ಹಿಂಬಗಲು,5,-0.11111
ಪೊಲಬು,7,ಹೊಲಬು,32,-0.64103
ಪರಿ,2970,ಹರಿ,1838,0.23544
ಪೆಂಗ,9,ಹೆಂಗ,132,-0.87234
ಪರದಿಕೆ,4,ಹರದಿಕೆ,13,-0.52941
ಪರವಾಗಿ,18383,ಹರವಾಗಿ,1,0.99989
ಪಾಳ,23,ಹಾಳ,80,-0.5534
ಪೊರಳ್,7,ಹೊರಳ್,4,0.27273
ಪೊರಳು,7,ಹೊರಳು,91,-0.85714
ಪುಡಿಕೆ,10,ಹುಡಿಕೆ,31,-0.5122
ಪೊಸಬ,5,ಹೊಸಬ,93,-0.89796
ಪೊರಬಿಗ,3,ಹೊರಬಿಗ,8,-0.45455
ಪೆಡೆಯ,4,ಹೆಡೆಯ,44,-0.83333
ಪತ್ತಿ,41,ಹತ್ತಿ,7433,-0.98903
ಪರ್ತಿ,4,ಹರ್ತಿ,88,-0.91304
ಪಳ್ಳಿ,94,ಹಳ್ಳಿ,7320,-0.97464
ಪಾಡಿ,93,ಹಾಡಿ,3351,-0.94599
ಪೊಳಲ್,4,ಹೊಳಲ್,1,0.6
ಪೊಳಲು,10,ಹೊಳಲು,205,-0.90698
ಪುರುಳು,31,ಹುರುಳು,100,-0.52672
ಪಾಂಗಿನ,5,ಹಾಂಗಿನ,1,0.66667
ಪಿಂಜು,7,ಹಿಂಜು,26,-0.57576
ಪಾಂಗು,41,ಹಾಂಗು,2,0.90698
ಪೇಸಿಗೆ,4,ಹೇಸಿಗೆ,218,-0.96396
ಪ,8283,ಹ,790,0.82586
ಪೆಡಸು,63,ಹೆಡಸು,13,0.65789
ಪುಳಿಸೆ,4,ಹುಳಿಸೆ,5,-0.11111
ಪಲ್ಲ,33,ಹಲ್ಲ,45,-0.15385
ಪಾಡೆ,6,ಹಾಡೆ,8,-0.14286
ಪೊಂಗ,5,ಹೊಂಗ,4,0.11111
ಪಳವು,2,ಹಳವು,3,-0.2
ಪಳು,6,ಹಳು,8,-0.14286
ಪಳುವ,7,ಹಳುವ,5,0.16667
ಪಳುವು,2,ಹಳುವು,7,-0.55556
ಪೋಟಿ,39,ಹೋಟಿ,153,-0.59375
ಪೊಣರು,9,ಹೊಣರು,14,-0.21739
ಪನಿ,54,ಹನಿ,5749,-0.98139
ಪಾತ,41,ಹಾತ,2,0.90698
ಪಸ,13,ಹಸ,34,-0.44681
ಪಸನು,2,ಹಸನು,341,-0.98834
ಪಾವಡಿಗ,2,ಹಾವಡಿಗ,2,0.0
ಪತ್ರದ,2195,ಹತ್ರದ,3,0.99727
ಪೊಂ,5,ಹೊಂ,37,-0.7619
ಪೊನ್ನು,40,ಹೊನ್ನು,202,-0.66942
ಪೊತ್ತು,13,ಹೊತ್ತು,16243,-0.9984
ಪಗಲೆರೆಯ,4,ಹಗಲೆರೆಯ,4,0.0
ಪಲ್ಲಿಲಿ,3,ಹಲ್ಲಿಲಿ,7,-0.4
ಪರಿಜನ,12,ಹರಿಜನ,1321,-0.982
ಪಿತ,45,ಹಿತ,3497,-0.97459
ಪಾ,424,ಹಾ,369,0.06936
ಪೋಲಿಕ,1,ಹೋಲಿಕ,3,-0.5
ಪೆರೆ,14,ಹೆರೆ,55,-0.5942
ಪವಮಾನ,140,ಹವಮಾನ,151,-0.0378
ಪೆಟ್ಟೆ,7,ಹೆಟ್ಟೆ,6,0.07692
ಪಾನು,15,ಹಾನು,4,0.57895
ಪೊಗರು,613,ಹೊಗರು,28,0.91264
ಪಾವಕ,43,ಹಾವಕ,2,0.91111
ಪರುವ,4,ಹರುವ,2,0.33333
ಪಾಳೆಯ,203,ಹಾಳೆಯ,292,-0.1798
ಪಾಮು,4,ಹಾಮು,3,0.14286
ಪೊರಜಿ,3,ಹೊರಜಿ,31,-0.82353
ಪೊರಜೆ,4,ಹೊರಜೆ,13,-0.52941
ಪಲ್ಲೆ,154,ಹಲ್ಲೆ,20688,-0.98522
ಪುರ,3365,ಹುರ,17,0.98995
ಪಾರಾ,68,ಹಾರಾ,7,0.81333
ಪತ್ಯ,15,ಹತ್ಯ,38,-0.43396
ಪರುಪು,6,ಹರುಪು,2,0.5
ಪೂ,1370,ಹೂ,5507,-0.60157
ಪಸಿವು,6,ಹಸಿವು,4394,-0.99727
ಪಸಿವೆ,3,ಹಸಿವೆ,140,-0.95804
ಪಡೆಯನ್ನು,1111,ಹಡೆಯನ್ನು,1,0.9982
ಪರವಾದ,1242,ಹರವಾದ,18,0.97143
ಪಿಸುಣು,16,ಹಿಸುಣು,4,0.6
ಪೂರ,157,ಹೂರ,10,0.88024
ಪೃಷ್ಟ,21,ಹೃಷ್ಟ,2,0.82609
ಪೇದರು,1,ಹೇದರು,3,-0.5
ಪಂಡು,12,ಹಂಡು,2,0.71429
ಪಿಚ್ಚಿ,5,ಹಿಚ್ಚಿ,1,0.66667
ಪೊರೆ,515,ಹೊರೆ,3632,-0.75163
ಪರಿವಾಣ,11,ಹರಿವಾಣ,74,-0.74118
ಪಿಡು,3,ಹಿಡು,1,0.5
ಪಟ್ಗೆ,4,ಹಟ್ಗೆ,6,-0.2
ಪುಕ್ಕ,260,ಹುಕ್ಕ,7,0.94757
ಪಂತಿ,26,ಹಂತಿ,61,-0.4023
ಪೊಸತಾಗಿ,1,ಹೊಸತಾಗಿ,450,-0.99557
ಪೂರ್ಣ,12394,ಹೂರ್ಣ,4,0.99935
ಪೂರ್ತ,11,ಹೂರ್ತ,2,0.69231
ಪಾಳೆ,45,ಹಾಳೆ,559,-0.85099
ಪಾರ್,86,ಹಾರ್,24,0.56364
ಪೊನಲ್,6,ಹೊನಲ್,6,0.0
ಪೊನಲು,6,ಹೊನಲು,746,-0.98404
ಪೊನಲಿಡು,3,ಹೊನಲಿಡು,3,0.0
ಪೊನಲುವರಿ,3,ಹೊನಲುವರಿ,3,0.0
ಪೆಡ,4,ಹೆಡ,16,-0.6
ಪುದಿ,16,ಹುದಿ,38,-0.40741
ಪಕ್ಕು,8,ಹಕ್ಕು,15907,-0.99899
ಪೆಣ್ಡತಿ,3,ಹೆಣ್ಡತಿ,42,-0.86667
ಪೆಂಡತಿ,3,ಹೆಂಡತಿ,6684,-0.9991
ಪೆಣ್ಡಿತಿ,3,ಹೆಣ್ಡಿತಿ,3,0.0
ಪೆಂಡಿತಿ,3,ಹೆಂಡಿತಿ,10,-0.53846
ಪತ್ನಿ,35230,ಹತ್ನಿ,5,0.99972
ಪುತ್ರಿ,7321,ಹುತ್ರಿ,10,0.99727
ಪಿಳ್ಳೆ,209,ಹಿಳ್ಳೆ,7,0.93519
ಪಸುಗೂಸು,2,ಹಸುಗೂಸು,199,-0.9801
ಪೊಲ್ಲ,11,ಹೊಲ್ಲ,28,-0.4359
ಪೋತ,15,ಹೋತ,45,-0.5
ಪರದೇಶಿ,110,ಹರದೇಶಿ,11,0.81818
ಪುಡುಗ,2,ಹುಡುಗ,5671,-0.99929
ಪೋರ,326,ಹೋರ,87,0.57869
ಪೋರಿ,195,ಹೋರಿ,615,-0.51852
ಪೂಣು,13,ಹೂಣು,8,0.2381
ಪೂಣಿ,1,ಹೂಣಿ,6,-0.71429
ಪಾನ,285,ಹಾನ,9,0.93878
ಪಿಕ್ಕು,4,ಹಿಕ್ಕು,8,-0.33333
ಪುವ್ವು,4,ಹುವ್ವು,4,0.0
ಪೂಗು,3,ಹೂಗು,4,-0.14286
ಪೂವು,6,ಹೂವು,5202,-0.9977
ಪೊದೆ,332,ಹೊದೆ,13,0.92464
ಪೊಚ್ಚ,21,ಹೊಚ್ಚ,342,-0.8843
ಪುಟ್ಟು,167,ಹುಟ್ಟು,6105,-0.94675
ಪೈಕಿ,29874,ಹೈಕಿ,1,0.99993
ಪಟ್ಟಿಯನ್ನು,6354,ಹಟ್ಟಿಯನ್ನು,11,0.99654
ಪೆ,142,ಹೆ,768,-0.68791
ಪೇಳ್,5,ಹೇಳ್,12,-0.41176
ಪೇಳು,3,ಹೇಳು,1587,-0.99623
ಪೊಗುತೆ,3,ಹೊಗುತೆ,10,-0.53846
ಪುಗುತೆ,3,ಹುಗುತೆ,4,-0.14286
ಪೊಸತು,4,ಹೊಸತು,583,-0.98637
ಪೊಸದು,3,ಹೊಸದು,400,-0.98511
ಪೊಸೆ,11,ಹೊಸೆ,33,-0.5
ಪೊಸಕು,4,ಹೊಸಕು,7,-0.27273
ಪಸುಗೆ,18,ಹಸುಗೆ,28,-0.21739
ಪಂಚ,1576,ಹಂಚ,12,0.98489
ಪರಕೆ,13,ಹರಕೆ,3214,-0.99194
ಪತ್ತಿರ,15,ಹತ್ತಿರ,10594,-0.99717
ಪೋಟೆ,67,ಹೋಟೆ,11,0.71795
ಪೋರು,6,ಹೋರು,20,-0.53846
ಪಣ್ಣುಗೆ,16,ಹಣ್ಣುಗೆ,1,0.88235
ಪೂಟ,28,ಹೂಟ,45,-0.23288
ಪೂಟಿ,5,ಹೂಟಿ,19,-0.58333
ಪಿಂಗಿಸು,4,ಹಿಂಗಿಸು,14,-0.55556
ಪಾಯ್ಕು,6,ಹಾಯ್ಕು,10,-0.25
ಪಿಸು,82,ಹಿಸು,2,0.95238
ಪಣ್ಣು,10,ಹಣ್ಣು,12170,-0.99836
ಪಣ್ಣಿ,1,ಹಣ್ಣಿ,39,-0.95
ಪೊಗರೇ,3,ಹೊಗರೇ,1,0.5
ಪಚ್ಚಿ,48,ಹಚ್ಚಿ,8934,-0.98931
ಪೋಡಿ,287,ಹೋಡಿ,15,0.90066
ಪೋಡು,45,ಹೋಡು,2,0.91489
ಪೇರಿಸುವುದು,17,ಹೇರಿಸುವುದು,1,0.88889
ಪರಟೆ,16,ಹರಟೆ,978,-0.96781
ಪೆಸರ್,4,ಹೆಸರ್,2,0.33333
ಪೆಸರು,6,ಹೆಸರು,57714,-0.99979
ಪೇರ್,158,ಹೇರ್,2514,-0.88174
ಪೆಸರಿಡು,3,ಹೆಸರಿಡು,24,-0.77778
ಪೆಸರಿಸು,3,ಹೆಸರಿಸು,34,-0.83784
ಪೆಯರ್,1,ಹೆಯರ್,1,0.0
ಪೂಣಿಗತನ,3,ಹೂಣಿಗತನ,4,-0.14286
ಪಾಯ,208,ಹಾಯ,13,0.88235
ಪುರದ,828,ಹುರದ,3,0.99278
ಪುಗುಳು,4,ಹುಗುಳು,8,-0.33333
ಪೆಗ್ಗ,3,ಹೆಗ್ಗ,15,-0.66667
ಪಂಜಿ,19,ಹಂಜಿ,365,-0.90104
ಪೌರ,3189,ಹೌರ,10,0.99375
ಪಂಚು,82,ಹಂಚು,188,-0.39259
ಪೊಡೆತ,4,ಹೊಡೆತ,3341,-0.99761
ಪುಯ್ಯಲ್,3,ಹುಯ್ಯಲ್,4,-0.14286
ಪೊಯ್ಲು,3,ಹೊಯ್ಲು,12,-0.6
ಪೊಯಿಲ್,4,ಹೊಯಿಲ್,4,0.0
ಪುಯಿಲ್,3,ಹುಯಿಲ್,3,0.0
ಪೊಯಿಲು,4,ಹೊಯಿಲು,8,-0.33333
ಪೊಯ್ಸು,3,ಹೊಯ್ಸು,3,0.0
ಪೊಯಿಸು,5,ಹೊಯಿಸು,5,0.0
ಪೊಣೆ,5,ಹೊಣೆ,8047,-0.99876
ಪುಸಿಗ,3,ಹುಸಿಗ,10,-0.53846
ಪುಸಿಕ,3,ಹುಸಿಕ,5,-0.25
ಪೆಂಡಿ,26,ಹೆಂಡಿ,19,0.15556
ಪುಣ,6,ಹುಣ,11,-0.29412
ಪುಸಿ,19,ಹುಸಿ,1158,-0.96771
ಪುಂಡು,93,ಹುಂಡು,7,0.86
ಪೊರ,4,ಹೊರ,30555,-0.99974
ಪಂಜರ,130,ಹಂಜರ,11,0.84397
ಪಾಪದಿಂದ,38,ಹಾಪದಿಂದ,1,0.94872
ಪೇಲ್,94,ಹೇಲ್,27,0.55372
ಪೊರಮಾರು,15,ಹೊರಮಾರು,3,0.66667
ಪೊರವಾರ್,11,ಹೊರವಾರ್,4,0.46667
ಪೊರವಾರು,12,ಹೊರವಾರು,6,0.33333
ಪುಲ್,395,ಹುಲ್,9,0.95545
ಪುಲು,4,ಹುಲು,31,-0.77143
ಪುಲ್ಲು,6,ಹುಲ್ಲು,2895,-0.99586
ಪವಿ,41,ಹವಿ,7,0.70833
ಪಂಗ,13,ಹಂಗ,200,-0.87793
ಪೊರೆಯ,59,ಹೊರೆಯ,167,-0.47788
ಪಾಟ,53,ಹಾಟ,1,0.96296
ಪಾರ,64,ಹಾರ,2300,-0.94585
ಪತ್ತಿಗೆ,19,ಹತ್ತಿಗೆ,103,-0.68852
ಪಂದ,19,ಹಂದ,4,0.65217
ಪಣಿದ,3,ಹಣಿದ,12,-0.6
ಪಂತ,80,ಹಂತ,18516,-0.9914
ಪೊಸನ್ತಿಲ್,3,ಹೊಸನ್ತಿಲ್,4,-0.14286
ಪೊಸಂತಿಲ್,3,ಹೊಸಂತಿಲ್,4,-0.14286
ಪೊಸನ್ತಿಲು,3,ಹೊಸನ್ತಿಲು,4,-0.14286
ಪೊಸಂತಿಲು,3,ಹೊಸಂತಿಲು,4,-0.14286
ಪೊಸತಿಲ್,3,ಹೊಸತಿಲ್,4,-0.14286
ಪೊಸತಿಲು,3,ಹೊಸತಿಲು,4,-0.14286
ಪೊರವಲಯ,3,ಹೊರವಲಯ,659,-0.99094
ಪೊರವಳಯ,3,ಹೊರವಳಯ,4,-0.14286
ಪೊರಟೆ,11,ಹೊರಟೆ,375,-0.94301
ಪೊದರೊಡೆ,3,ಹೊದರೊಡೆ,3,0.0
ಪೃ,19,ಹೃ,1,0.9
ಪಳಿವು,14,ಹಳಿವು,8,0.27273
ಪೋಟ,20,ಹೋಟ,4,0.66667
ಪೇಡಿ,9,ಹೇಡಿ,211,-0.91818
ಪೊಟ್ಟುಗ,4,ಹೊಟ್ಟುಗ,4,0.0
ಪಂದೆ,4,ಹಂದೆ,190,-0.95876
ಪುಕ್ಕಲು,52,ಹುಕ್ಕಲು,3,0.89091
ಪುಕ್ಕು,17,ಹುಕ್ಕು,8,0.36
ಪೇಡಿತನ,3,ಹೇಡಿತನ,65,-0.91176
ಪಂದೆತನ,3,ಹಂದೆತನ,5,-0.25
ಪೊದರು,39,ಹೊದರು,67,-0.26415
ಪಚ್ಚುಗೆ,8,ಹಚ್ಚುಗೆ,4,0.33333
ಪೇರಿಕೆ,7,ಹೇರಿಕೆ,775,-0.9821
ಪುಚ್ಚು,3,ಹುಚ್ಚು,3186,-0.99812
ಪರಸು,20,ಹರಸು,27,-0.14894
ಪಾಟು,24,ಹಾಟು,2,0.84615
ಪಡಲು,149,ಹಡಲು,5,0.93506
ಪಡುಗ,1,ಹಡುಗ,2,-0.33333
ಪಡಲಿ,28,ಹಡಲಿ,1,0.93103
ಪಡವ,2,ಹಡವ,2,0.0
ಪಾಲ್ಗುಂಬಳ,5,ಹಾಲ್ಗುಂಬಳ,6,-0.09091
ಪೂಗೊಂಚಲು,4,ಹೂಗೊಂಚಲು,30,-0.76471
ಪೆದೆ,8,ಹೆದೆ,29,-0.56757
ಪಟ್ಟಿಗೆ,4041,ಹಟ್ಟಿಗೆ,79,0.96165
ಪೊಂಚು,12,ಹೊಂಚು,1113,-0.97867
ಪೀರ್,308,ಹೀರ್,28,0.83333
ಪೀರು,32,ಹೀರು,52,-0.2381
ಪೊಳಿ,22,ಹೊಳಿ,585,-0.92751
ಪಾಳು,1085,ಹಾಳು,5922,-0.69031
ಪಾಳುಬಿದ್ದ,192,ಹಾಳುಬಿದ್ದ,64,0.5
ಪೋಲು,697,ಹೋಲು,20,0.94421
ಪಡೆಯದ,717,ಹಡೆಯದ,1,0.99721
ಪಾಂಗ,3,ಹಾಂಗ,28,-0.80645
ಪೊತ್ತಿಸು,5,ಹೊತ್ತಿಸು,34,-0.74359
ಪೊಳಪು,14,ಹೊಳಪು,1346,-0.97941
ಪೊಮ್ಮು,4,ಹೊಮ್ಮು,19,-0.65217
ಪೇರಾಳ,2,ಹೇರಾಳ,2,0.0
ಪೂಜಾ,8586,ಹೂಜಾ,3,0.9993
ಪಾಡ,18,ಹಾಡ,84,-0.64706
ಪೋಲಿ,372,ಹೋಲಿ,319,0.0767
ಪುಂಡ,309,ಹುಂಡ,4,0.97444
ಪರಿಸ್ಥಿತಿಯ,2394,ಹರಿಸ್ಥಿತಿಯ,1,0.99916
ಪಗ,6,ಹಗ,14,-0.4
ಪರಡು,8,ಹರಡು,217,-0.92889
ಪಕ್ಷಿಯ,258,ಹಕ್ಷಿಯ,1,0.99228
ಪತ್ತು,61,ಹತ್ತು,30914,-0.99606
ಪುಡಿಯಾದ,16,ಹುಡಿಯಾದ,4,0.6
ಪೊಣೆಕಾರ,3,ಹೊಣೆಕಾರ,4,-0.14286
ಪೊಣೆಗಾರ,3,ಹೊಣೆಗಾರ,79,-0.92683
ಪೊರಿ,2,ಹೊರಿ,12,-0.71429
ಪೆಣಲು,3,ಹೆಣಲು,6,-0.33333
ಪರಕಿ,15,ಹರಕಿ,6,0.42857
ಪಂಚೆ,776,ಹಂಚೆ,11,0.97205
ಪಸುಳೆತನ,2,ಹಸುಳೆತನ,7,-0.55556
ಪಾಚಿ,358,ಹಾಚಿ,4,0.9779
ಪುಯ್ಯಲಿಕ್ಕು,3,ಹುಯ್ಯಲಿಕ್ಕು,3,0.0
ಪುಯ್ಯಲಿಡು,3,ಹುಯ್ಯಲಿಡು,8,-0.45455
ಪುರಿಗೊಳಿಸು,3,ಹುರಿಗೊಳಿಸು,6,-0.33333
ಪುರಿಯೇರು,3,ಹುರಿಯೇರು,3,0.0
ಪೊತ್ತೆ,7,ಹೊತ್ತೆ,9,-0.125
ಪೂಳ್,3,ಹೂಳ್,3,0.0
ಪೂಳು,3,ಹೂಳು,3392,-0.99823
